,datetime,content,title
94,2023-01-20 12:25:57,【2022年内蒙古GDP为23159亿元，同比增4.2%】1月19日，内蒙古自治区统计局发布2022年全年全区经济运行情况。根据地区生产总值统一核算结果，2022年内蒙古地区生产总值完成23159亿元，按不变价格计算，比上年增长4.2%，高于全国平均水平1.2个百分点。分产业看，第一产业增加值2653.7亿元，比上年增长4.3%；第二产业增加值11241.8亿元，比上年增长6.5%；第三产业增加值9263.1亿元，比上年增长2.2%。三次产业增加值占地区生产总值比重分别为11.5%、48.5%和40.0%，分别拉动经济增长0.5、2.6、1.1个百分点。2022年，全区全部工业增加值9703.8亿元，比上年增长6.6%，拉动经济增长2.2个百分点，对全区经济支撑有力。2022年，全区规模以上工业增加值同比增长8.1%。38个工业行业中，25个行业增加值实现增长，增长面达65.8%，为稳定全区经济大盘奠定了坚实基础。,
95,2023-01-20 12:24:06,  【道亨软件与中钢武汉安环院绿世纪签署战略合作协议】1月17日，道亨软件（恒华科技控股子公司）与中钢安环院绿世纪在武汉举行了战略合作签约仪式。双方约定，将共同开拓和发展国内外非煤矿山、危险化学品以及冶金等行业数字化软件及信息服务业务，围绕“智慧安全”领域信息化、数字化、智能化发展需求，突破关键技术研究，实现深度合作与协同创新。,
96,2023-01-20 12:23:43,市场消息：加密货币公司Genesis申请CHAPTER 11破产文件。据法庭文件显示，加密货币公司Genesis列出的资产和负债估计在10亿至100亿美元之间。,
97,2023-01-20 12:23:38,【专家：节后流动性料保持合理充裕】1月16日-1月20日一周内，央行实现净投放20450亿元，创单周历史纪录。仲量联行大中华区首席经济学家兼研究部总监庞溟表示，人民银行在春节假期前连续通过大额逆回购、超额续做MLF等方式加大公开市场操作力度，可以更具针对性地满足金融机构跨节流动性需求，更为及时有序地平抑短期资金面波动和资金利率中枢波动。“节后流动性和资金面将保持动态平衡、适度宽松，银行体系流动性和整体资金供求将保持平稳合理。”庞溟说。,
98,2023-01-20 12:20:56,  【马来西亚驻俄使馆：正研究与俄企以本国货币进行相互结算的可能性】 马来西亚驻俄罗斯大使馆商务参赞海菲尔·埃尔米·贾米尔向卫星通讯社表示，马来西亚政府正研究与俄罗斯企业以本国货币进行相互结算的可能性，贸易结构和贸易额的问题仍是主要障碍。贾米尔称：“与其他国家相比，目前我们的贸易额并不那么可观，尤其是对卢布和林吉特没有巨大需求。不过，政府正在研究相关问题。”他补充说，马驻俄大使馆收到不少俄罗斯企业的请求，他们期望与马来西亚企业以本国货币进行结算。,
99,2023-01-20 12:20:47,【《流浪地球2》预售票房破1亿】猫眼专业版数据显示，电影《流浪地球2》映前2天 ，预售票房破1亿。,
100,2023-01-20 12:19:17,"【中国人民银行党委书记郭树清到国家外汇管理局中央外汇业务中心调研慰问】2023年1月18日，中国人民银行党委书记郭树清到国家外汇管理局中央外汇业务中心调研，并看望慰问干部职工。国家外汇管理局党组书记、局长潘功胜，局党组成员、副局长陆磊、王春英和李红燕参加活动。

郭树清听取了外汇储备经营管理情况的汇报，并与大家亲切交流。郭树清高度肯定外汇储备经营管理取得的成绩。他指出，多年来，在以习近平同志为核心的党中央坚强领导下，中央外汇业务中心坚决贯彻党中央、国务院决策部署，按照人民银行党委、外汇局党组的要求，不忘初心、牢记使命，与时俱进、开拓创新，不断完善中国特色外汇储备经营管理，有效应对国际政治、经济、金融周期波动和新冠疫情等严峻考验，实现了外汇储备资产安全、流动和保值增值。

郭树清强调，2023年是全面贯彻党的二十大精神的开局之年，中央外汇业务中心要坚持以习近平新时代中国特色社会主义思想为指导，全面落实党的二十大和中央经济工作会议提出的要求，忠于党、忠于国家、忠于人民，大力弘扬外汇储备谦虚审慎、追求卓越的优良传统，统筹发展和安全，朝着建成中国特色、国际一流资产管理机构不懈奋斗，更好服务加快构建新发展格局，为维护国家经济金融安全作出新的更大贡献。（中国银行）",
101,2023-01-20 12:18:11,  【三花智控：发行GDR并在瑞交所上市获瑞交所监管局附条件批准】 公司于近日获得瑞士证券交易所监管局关于公司发行全球存托凭证（“GDR”）并在瑞士证券交易所上市的附条件批准，瑞士证券交易所监管局同意公司发行的GDR在满足惯例性条件后在瑞士证券交易所上市。,
102,2023-01-20 12:18:06,  【通达股份：董事兼副总经理拟减持不超13.25万股公司股份】 持公司股份53万股（占公司总股本比例0.1%）的董事、副总经理张治中计划自本公告披露之日起十五个交易日后六个月内减持不超过公司股份13.25万股（占公司总股本比例0.0251%）。,
103,2023-01-20 12:17:43,  【俄媒：丰田已恢复对俄零部件供应】 俄《消息报》报道，日本汽车制造商丰田公司是第一家在俄罗斯恢复直接供应保修期内维修和保养用零部件的制造商。据报道，这指的是不在制裁清单上的零部件。另据透露，丰田汽车公司的俄罗斯子公司允许其经销商平行进口因限制措施而无法进口的零部件，如电子产品。丰田汽车公司出示了确认独立进口零部件的海关申报单。该公司称，零部件的名称和数量根据每批具体货物的情况而有所不同。恢复全面交货的一个关键障碍是物流链的严重中断。,
104,2023-01-20 12:17:03,  【国务院安委办：强化对人员聚集现场人流密度的实时监测】 近日，国务院安委会办公室印发了《关于进一步加强公共场所人员聚集安全管理的通知》。《通知》指出，公共场所具有人群高度聚集、流动性强、突发性高、偶然性因素多等特点，各地区、各有关部门和单位要进一步提高政治站位，以“时时放心不下”的责任感，严格落实属地管理责任、部门监管责任和企业（单位）主体责任，杜绝麻痹思想和侥幸心理，落实落细安全生产责任措施，确保公共场所安全。（澎湃新闻）,
105,2023-01-20 12:15:20,  【黑龙江：鼓励金融机构为“保交楼”专项借款项目提供新增配套融资支持】 黑龙江省人民政府办公厅印发关于推动全省经济全面恢复增长若干政策措施的通知，其中提出，鼓励金融机构为“保交楼”专项借款项目提供新增配套融资支持。新建商品住宅销售价格同环比连续3个月下降的城市，地方政府按照规定，因城施策原则自主决定阶段性维持、下调或取消首套房贷利率下限政策。推行“带押过户”模式，活跃二手房交易市场。,
106,2023-01-20 12:15:11,  【恒华数元中标天津现代职业技术学院能源数字化管理建设项目】 据证券时报，近日，恒华数元科技（天津）有限公司（恒华科技全资子公司）中标“天津现代职业技术学院能源费用托管及能源数字化管理建设项目”。项目内容主要包括：对天津现代职业技术学院公共区域照明系统、传统路灯系统进行节能改造；采用数字化能源监测平台，为学校能源管理进行数字化搭建；提供项目全生命周期的建设、维护、运营服务；为客户完成以低碳、节能为目标的能源解决方案。,
107,2023-01-20 12:10:37,【午间公告：万凯新材预计2022年净利同比增长108%-135%】 ①万凯新材：预计2022年归母净利润9.2亿元–10.4亿元，同比增长108.19%-135.35%。2022年度，公司在手订单充足，交付情况较好，营业收入较去年大幅增长。 ②鸿博股份：预计2022年归母净利亏损5729万元-8593万元，上年同期盈利913.9万元。 ③楚江新材：预计2022年归母净利1.2亿元-1.6亿元，同比下降71.79%-78.84%。公司采取“规模不减、市场不丢”的价格竞争策略，产品加工费有较大下降，销售毛利率下降。 ④三花智控：公司发行GDR并在瑞士证券交易所上市获得瑞士证券交易所监管局附条件批准。 ⑤通达股份：董事、副总经理张治中拟减持不超过公司股份13.25万股（占公司总股本比例0.0251%）。,
108,2023-01-20 12:09:53,【葛兰在管规模重回900亿 2只产品规模上涨】今日，葛兰管理的中欧明睿新起点、中欧医疗健康、中欧医疗创新、中欧阿尔法，以及和卢纯青共同管理的中欧研究精选等5只基金披露2022年四季报。截至去年年底，葛兰在管公募产品总规模为906.53亿元，较2022年三季度末的875.46亿元上涨31.07亿元。其中，中欧医疗健康2022年底规模为641.38亿元，较2022年三季度末增加28.05亿元；中欧医疗创新2022年底规模为127.24亿元，较2022年三季度末增加9.18亿元。中欧明睿新起点、中欧阿尔法、中欧研究精选在2022年底规模依次为22.63亿元、93.15亿元、22.13亿元，分别较2022年三季度末缩水2.78亿元、2.80亿元、0.59亿元。,
109,2023-01-20 12:08:15,【鸿博股份：预计2022年净亏损5729万元–8593万元，同比转亏】 公司预计2022年归属于上市公司亏损5729万元–8593万元，同比转亏。报告期内受新冠疫情及市场竞争双重影响，部分产品售价下调、成本增长，使得报告期公司毛利率降低，毛利较上年有所下滑。,
110,2023-01-20 12:06:08,【化湿败毒颗粒与Paxlovid治疗新冠疗效相当，价格却低近10倍】“当时只是想看看中药与西药比拼到底是个什么状态，结果让我们很意外，化湿败毒颗粒组治疗第2天、第3天、第5天核酸转阴率均高于西药辉瑞药物Paxlovid组，第5天结果有统计显著性差异的趋势”，上海中医药大学附属曙光医院肝病科主任医师高月求告诉人民日报健康客户端，这意味着化湿败毒颗粒与Paxlovid疗效是相当的，甚至比它还强一点儿，而且从卫生经济学角度考虑，化湿败毒颗粒组治疗费用单疗程价格280元，明显低于单疗程价格2380元西药药物Paxlovid组。 化湿败毒方是中国工程院院士、中国中医科学院院长黄璐琦率领第一支国家中医医疗队驰援武汉金银潭医院开展新冠肺炎疫情防控救治期间，在国家临床诊疗方案基础上，通过以临床救治为核心的疾病规律与有效方案探索，通过与专家共同研讨，优化获得的疗效确切的方药。目前，化湿败毒颗粒已进入国家医保目录，在上海保卫战中发挥了重要作用。（人民日报健康客户端）,
111,2023-01-20 12:05:28,【拜登再回应“文件门”，支持率下降接近任期低点】 据美国有线电视新闻网(CNN)报道，美国总统拜登当地时间19日表示，他“不后悔”没有早些透露2022年11月在他的私人办公室发现的机密文件。这是拜登一周以来首次就“文件门”发表公开评论。拜登说，“我想你会发现没有什么问题。我不后悔，我在遵循律师的要求。这正是我们在做的，没有什么。”另据路透社报道，一项民调显示，由于愈演愈烈的“文件门”，拜登的公众支持率接近他担任总统以来的最低水平。（中新网）,
112,2023-01-20 12:02:41,【以色列30万新冠轻症患者数据研究：“长新冠”可在一年内消退】 以色列KI研究所高级研究员巴拉克·米兹拉希（Barak Mizrahi）等人的一项研究表明，轻度新冠感染患者有少数健康风险，其中大多数在诊断后一年内消退，并且接种疫苗后发生常见呼吸困难的概率降低。感染奥密克戎后有长新冠的可能性是感染德尔塔的24-50%。（澎湃新闻）,
113,2023-01-20 12:01:32,【港股午评：恒指早盘涨1% 教育股走高】港股早盘高开高走，恒指涨1%，恒生科技指数涨1.59%；锂矿概念走高，天齐锂业涨超7%；教育板块反弹，新东方涨约10%。,
114,2023-01-20 12:00:25,【河北坤天新能源完成合计超20亿元Pre-IPO轮融资】 此次融资将用于在云南省进行20万吨锂电池负极材料一体化产能的扩产建设。,
115,2023-01-20 11:57:45,【永泰能源：2022年四季度 公司焦煤产品价格平稳运行后呈上行趋势】 永泰能源1月20日在互动平台表示，2022年四季度，公司焦煤产品价格平稳运行后呈上行趋势，公司采购动力煤价格呈先涨后跌走势，上述煤炭市场价格走势有利于提升公司整体经营业绩。2023年公司生产经营将继续保持稳定向好发展，整体经营业绩将持续保持良好增长。,
116,2023-01-20 11:57:28,美国天然气期货日内走低3.00%，现报3.176美元/百万英热。,
117,2023-01-20 11:54:51,【黑龙江出台推动经济全面复苏“20条” 全省发放政府消费券6亿元】黑龙江省人民政府办公厅印发《关于推动全省经济全面恢复增长的若干政策措施》，共计20条措施。其中提出，全省发放政府消费券6亿元，通过电子红包、线下折扣券等多种形式，在春节和元宵节期间集中发放不低于2亿元，促进冰雪旅游、汽车消费、年货百货、文娱体育、节庆餐饮等消费活动，省级财政根据市（地）实际发放额度按一定比例给予补助。鼓励省内汽车生产企业开展让利促销活动，引导销售的乘用车实行不高于裸车价格10%的优惠。,
118,2023-01-20 11:54:39,【万凯新材：预计2022年净利润同比增长108.19%-135.35%】 万凯新材公告，预计2022年净利润9.2亿元-10.4亿元，同比增长108.19%-135.35%；公司在手订单充足，交付情况较好，营业收入较去年大幅增长。,
119,2023-01-20 11:54:17,【美国一小型飞机坠毁：报告发动机故障后失联 机上人员情况不明】据美国哥伦比亚广播公司1月19日报道，美国一架单引擎飞机当晚在纽约一个机场附近坠毁。这架飞机此前曾报告发动机出现故障，随后与空中交通管制失去联系。美国联邦航空管理局表示，这架小飞机从位于纽约市的约翰·肯尼迪国际机场起飞。当地时间19日下午6时15分左右，这架比奇A36飞机的飞行员报告了发动机问题。在空中交通管制员失去与飞机的雷达和无线电联系后，飞机被报告失踪。（海外网）,
120,2023-01-20 11:53:24,【1月20日午间涨停分析】沪指高开高走涨0.54%，周期板块集体走强。恒久科技收获5连板，中远海科实现3连板，一图看懂>>,
121,2023-01-20 11:52:11,【中国电影：春节档7部主要影片均由公司出品或发行】 中国电影在互动平台表示，2023年春节档上映的7部主要影片均由公司出品或发行。其中，硬科幻大片《流浪地球2》由公司主出品、主发行，《满江红》《无名》《熊出没·伴我“熊芯”》《中国乒乓之绝地反击》为公司参与出品并联合发行，《深海》《交换人生》为公司参与发行影片。本次春节档影片题材丰富，截至目前（1月20日）的预售总票房已超过4.5亿元，观影热情较高。,
122,2023-01-20 11:51:14,【差距如此之大” 俄专家：印经济规模欲比肩中国为时尚早】俄罗斯《消息报》网站1月18日刊登题为《经济学家分析印度经济赶上中国的机会》的报道，报道称经济学家米哈伊尔·别利亚耶夫认为“现在谈论印度GDP将超过中国还为时过早”。 别利亚耶夫表示：“根据最新数据，中国GDP增速为3%，而印度的增长率约为7%至8%。据信，它将能够在一段时间内保持这种速度。但说它将超过中国还为时过早——差距如此之大，至少在未来几十年内无法实现。” 与此同时，别利亚耶夫承认，印度仍有可能上升到比今天更高的位置。 这位经济学家解释说，印度的特点是经济结构极其多样化，而出现快速增长的原因是基数较低和经济刺激。 别利亚耶夫还分析了未来各国经济规模排名情况。（参考消息）,
123,2023-01-20 11:49:19,【高盛上调香港房价预期】 高盛分析师预计，香港房价将在今年下跌10%之后出现反弹，接下来的两年将每年上涨4%。其此前预计香港房价2023年下跌15%，2024年和2025年将保持持平。,
124,2023-01-20 11:45:40,【2022年全国电子商务工作会议召开】商务部消息，1月19日上午，2022年全国电子商务工作会议在北京以视频方式召开。会议回顾2022年全国电子商务工作情况，研判当前面临的形势，部署2023年重点工作。,
125,2023-01-20 11:44:51,【哈尔滨拟出台楼市新政 三孩家庭购首套或二套新房可获2万元补贴】哈尔滨市政府今日发布通知，对进一步促进房地产市场平稳健康发展的措施公开征求意见。征求意见稿提到，具有哈尔滨市户籍（包括9区9县（市）），符合生育政策，在2021年10月29日以后生育第二、第三胎的家庭在主城9区内购买首套或第二套新建商品住房，凭相关有效证明分别给予1.5万元、2万元的一次性购房补贴。此外，非哈尔滨市户籍个人在主城9区内购买首套或第二套新建商品住房，凭相关有效证明，给予1万元一次性购房补贴。,
126,2023-01-20 11:44:19,【永安药业：公司现具备牛磺酸的生产能力为5.8万吨/】永安药业1月20日在互动平台表示，公司现具备牛磺酸的生产能力为5.8万吨/年，目前公司拟扩建的年产4万吨牛磺酸食品添加剂项目正在办理安评审批手续，待该项目建成后，公司将具备年产近10万吨牛磺酸的生产能力。,
127,2023-01-20 11:42:20,【美媒：美国法官下令要求波音公司出庭受审 推翻其免于起诉协议】据美国哥伦比亚广播公司（CBS）报道，当地时间19日，美国地方法院法官里德·奥康纳下令，要求波音公司于1月26日出庭接受提审。该命令推翻了波音公司为避免受到刑事起诉而达成的协议。,
128,2023-01-20 11:37:56,【分析师：日本央行可能已为后YCC时代设计了新工具】一位前日本央行官员表示，一旦日本央行放弃对收益率曲线的控制，其为防止长期利率上升而推出的一项新货币工具最终可能成为新的政策目标。日本央行周三继续维持超低利率，但制定了一项新的政策工具（调整共同担保资金供给操作规则，将浮动利率型贷款的期限提高至10年以下），以捍卫区间上限，并在不增加购债的情况下，保证收益率不会上升太多。分析人士表示，与购债操作不同的是，这一资金供应工具使日本央行能够用大量资金压低借贷成本，而不必担心大规模的购买会导致债券市场流动性枯竭。,
129,2023-01-20 11:31:59,【午评：沪指半日涨0.5% 周期股震荡走强】大盘早间高开高走，三大指数震荡走高。板块方面，有色金属、煤炭、稀土等周期股震荡走强，教育板块反弹回暖，电力板块集体活跃；证券、期货等大金融板块陷入调整，半导体、芯片板块集体回调，消费电子概念走低。总体来看，个股涨多跌少，两市超2900只个股飘红。盘面上，有色金属、稀土、减速器板块涨幅居前，证券、期货、半导体板块跌幅居前。,
130,2023-01-20 11:31:21,【中证转债午盘涨0.42%】中证转债午盘涨0.42%，华源转债涨超12%，上能转债涨近5%，龙净转债涨超4%，中矿转债、英特转债等涨超3%。,
131,2023-01-20 11:31:08,科创50指数早盘收报1025.38点，涨0.17%，成交额285亿。,
132,2023-01-20 11:31:00,【北向资金净流入金额达70亿元】截至目前，北向资金净流入金额达70亿元。其中沪股通净流入近39亿元，深股通净流入超33亿元。,
133,2023-01-20 11:30:31,【国债期货午盘小幅上涨】国债期货午盘小幅上涨，10年期主力合约涨0.02%，5年期主力合约涨0.02%，2年期主力合约涨0.02%。,
134,2023-01-20 11:29:38,【锂电概念港股走强 洪桥集团涨16%】锂电概念港股集体走强，截至发稿，洪桥集团(08137.HK)涨16%，天齐锂业H股(09696.HK)涨8%，赣锋锂业H股(01772.HK)涨5%，五矿资源(01208.HK)涨3%。,
135,2023-01-20 11:29:25,【北向资金净买入超70亿元】以买卖成交额口径（挂单已成交）统计，截至目前北向资金净买入超70亿元，其中沪股通净买入37.83亿元，深股通净买入32.19亿元。以余额规模口径（已挂单）统计，北向资金净流入超73亿元，其中沪股通净流入39.54亿元，深股通净流入34.23亿元。,
136,2023-01-20 11:28:57,【余承东：2022年华为PC产品逆势增长】华为常务董事、终端BG CEO余承东发表《致终端商用客户及合作伙伴的一封信》透露，2022年华为PC产品逆势增长，整体销售规模快速扩张，渠道覆盖实现数倍提升，在重点行业实现了重大突破。2023年，华为将持续加强研发投入，持续深入行业应用场景，进一步完善智慧行业布局。,
137,2023-01-20 11:27:12,市场消息：东京电力公司最快将于下周申请涨价，预计其能源价格将上涨约30%。,
138,2023-01-20 11:22:16,【新疆2022年实现地区生产总值17741.34亿元 同比增长3.2%】据2022年新疆维吾尔自治区国民经济运行情况新闻发布会介绍，根据地区生产总值统一核算结果，2022年新疆地区生产总值17741.34亿元，按不变价格计算，比上年增长3.2%。其中：第一产业增加值2509.27亿元，增长5.3%；第二产业增加值7271.08亿元，增长4.8%；第三产业增加值7960.99亿元，增长1.5%。三次产业贡献率分别为24.0%、52.6%和23.4%，分别拉动经济增长0.8、1.7和0.7个百分点。,
139,2023-01-20 11:21:27,【冬季达沃斯上，大摩CEO盛赞马斯克是“过去100年最伟大的企业家之一”】摩根士丹利CEO詹姆斯·戈尔曼在2023冬季达沃斯上表示，特斯拉CEO埃隆·马斯克是过去100年“最伟大的企业家之一”。在被问及摩根士丹利最终是否会拥有Twitter时，他给出了否定的回答。但他还是把这家社交媒体平台称作“伟大的公司”。,
140,2023-01-20 11:18:33,上海钢联数据显示，碳酸锂和氢氧化锂报价连续五日持平，电解钴涨跌持平，镍豆涨0.63万元/吨。,
141,2023-01-20 11:18:02,【山外山：集采或对公司盈利能力带来积极影响】 山外山(688410)近日接受机构调研时表示，随着公司血液透析器、血液灌流器、血液透析管路等自产血液净化耗材陆续上市，若公司产品进入实行集中带量采购政策区域的产品范围并中标，且降价情况保持目前的趋势，集中带量采购模式以价换量的效应有利于公司增加医院覆盖数量，提升销量，且耗材规模生产后平均生产成本的下降及生产、管理效率的不断提升，集中带量采购或许会对公司盈利能力带来正向积极的影响。,
142,2023-01-20 11:16:25,【日本机床企业山崎马扎克10年来首建海外机床工厂，选址印度】 日本机床大企业山崎马扎克1月19日发布消息称，将在印度建设新工厂。这是该公司约10年来首次在海外建设新工厂。从投资额来看，第一期工程定为约40亿日元，计划2023年3月投产。将生产用于金属零部件切削加工的加工中心（machiningcenter，简称MC），满足印度的机床需求。,
143,2023-01-20 11:16:14,【2022年中国智能手机销量同比下降19% 8年内首次跌破3亿部】CINNO Research数据显示，2022年中国市场智能手机销量或仅约2.55亿部，同比下降19%，各季度销量同比均呈现负增长，跌幅14%-21%之间，创下2015年以来最差年度销量成绩，8年内将首次跌破3亿部，该机构预测，进入2023年，预计短期内疫情的影响将持续抑制消费需求，影响将持续贯穿2023年上半年，2023年下半年情况或将逐步好转。,
144,2023-01-20 11:13:02,【Shein回应估值下跌：不回复市场猜测，没有更多信息透露】近日，有报道称跨境电商平台Shein正与现有投资者洽谈至多30亿美元（约合人民币202亿元）的融资交易，但估值为640亿美元，较此前峰值估值1000亿美元缩水约三分之一，该报道称Shein不回复市场猜测。新浪科技就此向Shein求证，Shein表示没有更多信息可以透露。,
145,2023-01-20 11:12:04,【受罢工影响 葡萄牙航空预计取消1316架次航班】当地时间1月19日，葡萄牙全国民航飞行人员工会宣布，由于未能与葡萄牙国家航空公司（TAP）达成一致，将维持原定于1月25日至1月31日的罢工停飞决定。葡萄牙国家航空公司（TAP）称，此举预计将造成1316架次航班被取消。自去年起，葡萄牙民航工作人员接连举行罢工，要求航空公司提高薪资，并提供更好的工作条件。（央视）,
146,2023-01-20 11:11:08,【锂矿概念拉升走强 融捷股份涨超5%】锂矿概念拉升走强，截至发稿，融捷股份涨超5%，紫金矿业、天齐锂业涨超4%，中矿资源、西藏珠峰涨超3%，西藏矿业、赣锋锂业、盛新锂能等跟涨。,
147,2023-01-20 11:10:49,【渣打证券成为首家新设外商独资证券公司 目前外资控股券商已达10家】随着政策不断优化、开放，国际金融机构紧抓布局良机，外资券商队伍持续扩大。据记者统计，渣打证券获准设立后，目前外资控股券商已达10家，其余9家分别是瑞银证券、瑞信证券、高盛高华证券、摩根士丹利证券（中国）、星展证券、大和证券（中国）、汇丰前海证券、野村东方国际证券和摩根大通证券（中国）。（上证报）,
148,2023-01-20 11:08:37,【浙江省委常委、市委书记刘捷一行莅临巨星控股集团调研指导】 据巨星控股集团消息，1月17日，浙江省委常委、市委书记刘捷一行莅临巨星控股集团调研指导。刘捷书记充分肯定巨星近年来的发展成绩，鼓励企业抓好生产制造，畅通营销渠道，主动出击抓订单，千方百计拓市场，不断提高产品和服务对市场变化的响应速度，努力为交通绿色低碳转型发展提供解决方案，推动企业综合实力再上新台阶。他要求，各级各部门要切实帮助外贸企业解决国际物流不畅、贸易壁垒增多等实际问题，推动外贸供应链、产业链高效运转。,
149,2023-01-20 11:05:52,【深天马Ａ：武汉天马G6OLED显示产品出货呈增长态势，在多个品牌客户产品系列上得到应用】 武汉天马G6项目于2020年底完成刚转柔技术升级改造和主要扩产设备安装调试，开始进入柔性量产爬坡期。目前，武汉天马G6项目已具备达成设计产能的能力。由于项目仍处于综合良率持续提升阶段，因此，还需要持续根据试产情况开展调试设备、检测问题、排除故障等工作，使产线达到预定可使用状态。公司将根据产线的实际运行状态确认转固时点。目前，武汉天马G6的OLED显示产品出货呈增长态势，多款项目顺利开案，在多个品牌客户产品系列上得到应用，客户结构健康。,
150,2023-01-20 11:05:35,【齐峰新材：公司正在研发通过可降解生物质纤维为基材，目前正在研发改进阶段】 随着国家“限塑令”逐步实施，公司正在研发通过可降解的生物质纤维为基材，替代部分塑料制品，目前正在研发改进阶段。,
151,2023-01-20 11:05:20,【港股教育股持续走高】 港股教育股持续走高，新东方涨10%，思考乐教育涨超6%，新东方在线涨5%。,
152,2023-01-20 11:03:43,美元兑马来西亚林吉特USD/MYR下跌0.4%至4.2880，为2022年4月21日以来新低。,
153,2023-01-20 11:03:23,【易事特全资控股大荔中电国能新能源开发公司】企查查APP显示，近日，大荔中电国能新能源开发有限公司发生工商变更，原股东华润深国投信托有限公司退出，由易事特全资控股。企查查信息显示，大荔中电国能新能源开发有限公司成立于2015年，注册资本1.51亿元。经营范围含太阳能发电技术服务;光伏设备及元器件制造等。,
154,2023-01-20 11:02:17,隔夜shibor报1.8340%，上涨17.8个基点；7天shibor报1.9880%，下跌29.3个基点；3个月shibor报2.3770%，上涨0.1个基点。,
155,2023-01-20 11:02:00,【暴雪禁止中国玩家参加炉石赛事】 《炉石传说》官方公开了2023年炉石赛事的比赛规则，其在公告页下的常见问题处写道：中国大陆玩家无法参与该赛事，若是在赛事过程中找到合作伙伴，其将会重新评估参赛资格。,
156,2023-01-20 10:58:53,日本首相岸田文雄表示，将考虑把新冠降级为与流感相同的风险类别。,
157,2023-01-20 10:57:55,【普华永道：2023年中国GDP增长有可能达到6%以上】国际四大会计师事务所之一普华永道近日表示，今年春节期间全国人口较大规模流动，有望带动消费的进一步复苏。综合来看，假如疫情对今年一季度GDP增长影响比较有限的话，2023年中国GDP增长达到6%以上也是有可能的。（澎湃）,
158,2023-01-20 10:56:30,【欧洲央行行长表达抗击高通胀决心】欧洲央行行长拉加德当地时间1月19日出席达沃斯世界经济论坛年会时称，欧元区通胀仍然维持在高位，欧洲央行不会放松控制通胀的决心。（央视）,
159,2023-01-20 10:55:55,【港口板块异动拉升，连云港触及涨停】 港口板块异动拉升，连云港触及涨停，锦州港涨超5%，南京港、珠海港、重庆港跟涨。,
160,2023-01-20 10:52:15,【上海临港管委会开展《面向无驾驶人的路侧车路协同系统分阶段建设导则》意见征询】 据上海临港消息，为进一步科学、规范指导临港新片区智慧交通车路协同建设工作，承接《上海市浦东新区促进无驾驶人智能网联汽车创新应用规定》，临港管委会牵头组织编制了《面向无驾驶人的路侧车路协同系统分阶段建设导则》，现面向社会开展第一轮公开意见和建议征集工作。,
161,2023-01-20 10:51:42,【国务院安委办部署进一步加强公共场所人员聚集安全管理】 近日，国务院安委会办公室印发了《关于进一步加强公共场所人员聚集安全管理的通知》，对加强人员聚集公共场所和群众自发性聚集活动安全管理提出要求。 《通知》指出，公共场所具有人群高度聚集、流动性强、突发性高、偶然性因素多等特点，各地区、各有关部门和单位要进一步提高政治站位，以“时时放心不下”的责任感，严格落实属地管理责任、部门监管责任和企业（单位）主体责任，杜绝麻痹思想和侥幸心理，落实落细安全生产责任措施，确保公共场所安全。 《通知》要求，要加强分析研判，将人群经常聚集的广场等公共场所纳入监测网络并进行日常监测，强化群众自发性聚集活动的安全管理。牢牢守住大型群众性活动审批红线，严格人员聚集公共场所安全许可，结合本地区社会公共活动特点、发展趋势、产业结构变化等情况，扎实开展安全风险评估。,
162,2023-01-20 10:51:17,【汇顶科技：正与整机厂商合作，将在2023年推出批量商用产品】汇顶科技(603160)1月20日在互动平台上表示，公司正与整机厂商进行合作，将在2023年推出批量商用产品，在数字货币、数字身份证、手机门禁卡等应用领域为消费者带来新的科技体验，从而推动公司业绩成长。,
163,2023-01-20 10:49:47,【福州新区智能汽车产业启动】1月19日，智能汽车（东南）数字经济产业科创基地揭牌，福州新区引入百度Apollo（科创基地）作为标杆示范，未来将打造“智能汽车产业园”。结合当前新区的基础建设情况及建设周期等要素，先期建设Apollo Space（运营中心）作为项目基地，满足智能网联无人驾驶的展示、体验、测试验证、创新研发、企业赋能、生态合作、研学基地、业务运营等基本功能。,
